edge_id,node_a,node_b,seam_length_px,mean_continuity_discontinuity_score,max_continuity_discontinuity_score,collider_flip_count,domain_flip_count,path_length_delta_mean,path_length_delta_max,step_count_delta_mean,step_count_delta_max,boundary_event_delta_mean,boundary_event_delta_max
1,0,1,68,2.311209,2.338598,68,0,1.556047,1.692989,196.0,392.0,0.0,0.0
2,0,2,394,2.992696,3.0,394,0,4.615735,9.437047,538.185279,700.0,0.0,0.0
3,0,3,394,2.992692,3.0,394,0,4.625045,9.463146,537.690355,700.0,0.0,0.0
4,0,4,387,2.9927,3.0,387,0,4.637374,9.487634,539.875969,700.0,0.0,0.0
5,0,5,7,0.0,0.0,7,0,,,389.0,389.0,0.0,0.0
6,0,6,171,2.983509,3.0,171,0,4.112261,9.510411,534.947368,700.0,0.0,0.0
7,0,7,53,3.0,3.0,53,0,,,541.566038,700.0,0.0,0.0
8,0,8,170,3.0,3.0,170,0,5.460461,9.510411,538.094118,700.0,0.0,0.0
9,0,9,171,2.983549,3.0,171,0,4.125131,9.531549,534.45614,700.0,0.0,0.0
10,0,10,52,3.0,3.0,52,0,,,544.0,700.0,0.0,0.0
11,0,11,171,3.0,3.0,171,0,5.47551,9.531549,536.725146,700.0,0.0,0.0
12,0,12,171,2.983589,3.0,171,0,4.13746,9.550964,534.45614,700.0,0.0,0.0
13,0,13,53,3.0,3.0,53,0,,,541.056604,700.0,0.0,0.0
14,0,14,170,3.0,3.0,170,0,5.489717,9.550964,537.6,700.0,0.0,0.0
15,0,15,171,2.983629,3.0,171,0,4.149077,9.568641,534.45614,700.0,0.0,0.0
16,0,16,52,3.0,3.0,52,0,,,544.0,700.0,0.0,0.0
17,0,17,171,3.0,3.0,171,0,5.50295,9.568641,536.725146,700.0,0.0,0.0
18,0,18,171,2.983666,3.0,171,0,4.159835,9.58465,533.964912,700.0,0.0,0.0
19,0,19,52,3.0,3.0,52,0,,,543.5,700.0,0.0,0.0
20,0,20,171,3.0,3.0,171,0,5.51514,9.58465,536.22807,700.0,0.0,0.0
21,0,21,87,2.968488,3.0,87,0,4.169589,9.598923,524.758621,700.0,0.0,0.0
22,0,22,10,3.0,3.0,10,0,,,543.5,700.0,0.0,0.0
23,0,23,74,3.0,3.0,74,0,,,543.5,700.0,0.0,0.0
24,0,24,52,3.0,3.0,52,0,,,543.5,700.0,0.0,0.0
25,0,25,171,3.0,3.0,171,0,5.52613,9.598923,536.22807,700.0,0.0,0.0
26,0,26,171,2.983731,3.0,171,0,4.178214,9.611457,533.964912,700.0,0.0,0.0
27,0,27,52,3.0,3.0,52,0,,,543.5,700.0,0.0,0.0
28,0,28,171,3.0,3.0,171,0,5.535842,9.611457,536.22807,700.0,0.0,0.0
29,0,29,171,2.983758,3.0,171,0,4.085141,9.320842,528.561404,689.0,0.0,0.0
